Rk,Tm,Player,College,Year
32.0,PHO,KZ Okpala,Stanford,2019
33.0,PHI,Carsen Edwards,Purdue,2019
34.0,PHI,Bruno Fernando,Maryland,2019
35.0,ATL,Didi Louzada,,2019
36.0,CHO,Cody Martin,Nevada,2019
37.0,DAL,Deividas Sirvydis,,2019
38.0,CHI,Daniel Gafford,Arkansas,2019
39.0,NOP,Alen Smailagić,,2019
40.0,SAC,Justin James,Wyoming,2019
41.0,GSW,Eric Paschall,Villanova,2019
42.0,PHI,Admiral Schofield,Tennessee,2019
43.0,MIN,Jaylen Nowell,Washington,2019
44.0,MIA,Bol Bol,Oregon,2019
45.0,DET,Isaiah Roby,Nebraska,2019
46.0,ORL,Talen Horton-Tucker,Iowa State,2019
47.0,SAC,Ignas Brazdeikis,Michigan,2019
48.0,LAC,Terance Mann,Florida State,2019
49.0,SAS,Quinndary Weatherspoon,Mississippi State,2019
50.0,IND,Jarrell Brantley,College of Charleston,2019
51.0,BOS,Tremont Waters,LSU,2019
52.0,CHO,Jalen McDaniels,San Diego State,2019
53.0,UTA,Justin Wright-Foreman,Hofstra,2019
54.0,PHI,Marial Shayok,Iowa State,2019
55.0,NYK,Kyle Guy,Virginia,2019
56.0,LAC,Jaylen Hands,UCLA,2019
57.0,NOP,Jordan Bone,Tennessee,2019
58.0,GSW,Miye Oni,Yale,2019
59.0,TOR,Dewan Hernandez,Miami (FL),2019
60.0,SAC,Vanja Marinković,,2019
1.0,MIN,Anthony Edwards,Georgia,2020
2.0,GSW,James Wiseman,Memphis,2020
3.0,CHO,LaMelo Ball,,2020
4.0,CHI,Patrick Williams,Florida State,2020
5.0,CLE,Isaac Okoro,Auburn,2020
6.0,ATL,Onyeka Okongwu,USC,2020
7.0,DET,Killian Hayes,,2020
8.0,NYK,Obi Toppin,Dayton,2020
9.0,WAS,Deni Avdija,,2020
10.0,PHO,Jalen Smith,Maryland,2020
11.0,SAS,Devin Vassell,Florida State,2020
12.0,SAC,Tyrese Haliburton,Iowa State,2020
13.0,NOP,Kira Lewis Jr.,Alabama,2020
14.0,BOS,Aaron Nesmith,Vanderbilt,2020
15.0,ORL,Cole Anthony,UNC,2020
16.0,POR,Isaiah Stewart,Washington,2020
17.0,MIN,Aleksej Pokusevski,,2020
18.0,DAL,Josh Green,Arizona,2020
19.0,BRK,Saddiq Bey,Villanova,2020
20.0,MIA,Precious Achiuwa,Memphis,2020
21.0,PHI,Tyrese Maxey,Kentucky,2020
22.0,DEN,Zeke Nnaji,Arizona,2020
23.0,NYK,Leandro Bolmaro,,2020
24.0,MIL,R.J. Hampton,,2020
25.0,OKC,Immanuel Quickley,Kentucky,2020
26.0,BOS,Payton Pritchard,Oregon,2020
27.0,UTA,Udoka Azubuike,Kansas,2020
28.0,LAL,Jaden McDaniels,Washington,2020
29.0,TOR,Malachi Flynn,San Diego State,2020
30.0,BOS,Desmond Bane,TCU,2020
31.0,DAL,Tyrell Terry,Stanford,2020
32.0,CHO,Vernon Carey Jr.,Duke,2020
33.0,MIN,Daniel Oturu,Minnesota,2020
34.0,PHI,Théo Maledon,,2020
35.0,SAC,Xavier Tillman Sr.,Michigan State,2020
36.0,PHI,Tyler Bey,Colorado,2020
37.0,WAS,Vit Krejci,,2020
38.0,UTA,Saben Lee,Vanderbilt,2020
39.0,NOP,Elijah Hughes,Syracuse,2020
40.0,MEM,Robert Woodard II,Mississippi State,2020
41.0,SAS,Tre Jones,Duke,2020
42.0,NOP,Nick Richards,Kentucky,2020
43.0,SAC,Jahmi'us Ramsey,Texas Tech,2020
44.0,CHI,Marko Simonovic,,2020
45.0,MIL,Jordan Nwora,Louisville,2020
46.0,POR,CJ Elleby,Washington State,2020
47.0,BOS,Yam Madar,,2020
48.0,GSW,Nico Mannion,Arizona,2020
49.0,PHI,Isaiah Joe,Arkansas,2020
50.0,ATL,Skylar Mays,LSU,2020
51.0,GSW,Justinian Jessup,Boise State,2020
52.0,SAC,KJ Martin,,2020
53.0,OKC,Cassius Winston,Michigan State,2020
54.0,IND,Cassius Stanley,Duke,2020
55.0,BRK,Jay Scrubb,John A. Logan College,2020
56.0,CHO,Grant Riller,College of Charleston,2020
57.0,LAC,Reggie Perry,Mississippi State,2020
58.0,PHI,Paul Reed,DePaul,2020
59.0,TOR,Jalen Harris,Nevada,2020
60.0,NOP,Sam Merrill,Utah State University,2020
1.0,DET,Cade Cunningham,Oklahoma State,2021
2.0,HOU,Jalen Green,,2021
3.0,CLE,Evan Mobley,USC,2021
4.0,TOR,Scottie Barnes,Florida State,2021
5.0,ORL,Jalen Suggs,Gonzaga,2021
6.0,OKC,Josh Giddey,,2021
7.0,GSW,Jonathan Kuminga,,2021
8.0,ORL,Franz Wagner,Michigan,2021
9.0,SAC,Davion Mitchell,Baylor,2021
10.0,NOP,Ziaire Williams,Stanford,2021
11.0,CHO,James Bouknight,UConn,2021
12.0,SAS,Joshua Primo,Alabama,2021
13.0,IND,Chris Duarte,Oregon,2021
14.0,GSW,Moses Moody,Arkansas,2021
15.0,WAS,Corey Kispert,Gonzaga,2021
16.0,OKC,Alperen Şengün,,2021
17.0,MEM,Trey Murphy III,Virginia,2021
18.0,OKC,Tre Mann,Florida,2021
19.0,NYK,Kai Jones,Texas,2021
20.0,ATL,Jalen Johnson,Duke,2021
21.0,NYK,Keon Johnson,Tennessee,2021
22.0,LAL,Isaiah Jackson,Kentucky,2021
23.0,HOU,Usman Garuba,,2021
24.0,HOU,Josh Christopher,Arizona State,2021
25.0,LAC,Quentin Grimes,Houston,2021
26.0,DEN,Bones Hyland,VCU,2021
27.0,BRK,Cam Thomas,LSU,2021
28.0,PHI,Jaden Springer,Tennessee,2021
29.0,PHO,Day'Ron Sharpe,UNC,2021
30.0,UTA,Santi Aldama,Loyola (MD),2021
31.0,MIL,Isaiah Todd,,2021
32.0,NYK,Jeremiah Robinson-Earl,Villanova,2021
33.0,ORL,Jason Preston,Ohio University,2021
34.0,OKC,Rokas Jokubaitis,,2021
35.0,NOP,Herbert Jones,Alabama,2021
36.0,OKC,Miles McBride,West Virginia,2021
37.0,DET,JT Thor,Auburn,2021
38.0,CHI,Ayo Dosunmu,Illinois,2021
39.0,SAC,Neemias Queta,Utah State University,2021
40.0,NOP,Jared Butler,Baylor,2021
41.0,SAS,Joe Wieskamp,Iowa,2021
42.0,DET,Isaiah Livers,Michigan,2021
43.0,NOP,Greg Brown III,Texas,2021
44.0,BRK,Kessler Edwards,Pepperdine,2021
45.0,BOS,Juhann Begarin,,2021
46.0,TOR,Dalano Banton,Nebraska,2021
47.0,TOR,David Johnson,Louisville,2021
48.0,ATL,Sharife Cooper,Auburn,2021
49.0,BRK,Marcus Zegarowski,Creighton,2021
50.0,PHI,Filip Petrušev,Gonzaga,2021
51.0,MEM,Brandon Boston Jr.,Kentucky,2021
52.0,DET,Luka Garza,Iowa,2021
53.0,PHI,Charles Bassey,Western Kentucky,2021
54.0,IND,Sandro Mamukelashvili,Seton Hall,2021
55.0,OKC,Aaron Wiggins,Maryland,2021
56.0,CHO,Scottie Lewis,Florida,2021
57.0,CHO,Balša Koprivica,Florida State,2021
58.0,NYK,Jericho Sims,Texas,2021
59.0,BRK,RaiQuan Gray,Florida State,2021
60.0,IND,Georgios Kalaitzakis,,2021
1.0,ORL,Paolo Banchero,Duke,2022
2.0,OKC,Chet Holmgren,Gonzaga,2022
3.0,HOU,Jabari Smith Jr.,Auburn,2022
4.0,SAC,Keegan Murray,Iowa,2022
5.0,DET,Jaden Ivey,Purdue,2022
6.0,IND,Bennedict Mathurin,Arizona,2022
7.0,POR,Shaedon Sharpe,Kentucky,2022
8.0,NOP,Dyson Daniels,,2022
9.0,SAS,Jeremy Sochan,Baylor,2022
10.0,WAS,Johnny Davis,Wisconsin,2022
11.0,NYK,Ousmane Dieng,,2022
12.0,OKC,Jalen Williams,Santa Clara,2022
13.0,CHO,Jalen Duren,Memphis,2022
14.0,CLE,Ochai Agbaji,Kansas,2022
15.0,CHO,Mark Williams,Duke,2022
16.0,ATL,AJ Griffin,Duke,2022
17.0,HOU,Tari Eason,LSU,2022
18.0,CHI,Dalen Terry,Arizona,2022
19.0,MIN,Jake LaRavia,Wake Forest,2022
20.0,SAS,Malaki Branham,Ohio State,2022
21.0,DEN,Christian Braun,Kansas,2022
22.0,MEM,Walker Kessler,Auburn,2022
23.0,PHI,David Roddy,Colorado State,2022
24.0,MIL,MarJon Beauchamp,,2022
25.0,SAS,Blake Wesley,Notre Dame,2022
26.0,DAL,Wendell Moore Jr.,Duke,2022
27.0,MIA,Nikola Jović,,2022
28.0,GSW,Patrick Baldwin Jr.,UW-Milwaukee,2022
29.0,MEM,TyTy Washington Jr.,Kentucky,2022
30.0,OKC,Peyton Watson,UCLA,2022
31.0,IND,Andrew Nembhard,Gonzaga,2022
32.0,ORL,Caleb Houstan,Michigan,2022
33.0,TOR,Christian Koloko,Arizona,2022
34.0,OKC,Jaylin Williams,Arkansas,2022
35.0,LAL,Max Christie,Michigan State,2022
36.0,POR,Gabriele Procida,,2022
37.0,SAC,Jaden Hardy,,2022
38.0,SAS,Kennedy Chandler,Tennessee,2022
39.0,CLE,Khalifa Diop,,2022
40.0,MIN,Bryce McGowens,Nebraska,2022
41.0,NOP,E.J. Liddell,Ohio State,2022
42.0,NYK,Trevor Keels,Duke,2022
43.0,LAC,Moussa Diabaté,Michigan,2022
44.0,ATL,Ryan Rollins,Toledo,2022
45.0,CHO,Josh Minott,Memphis,2022
46.0,DET,Ismael Kamagate,,2022
47.0,MEM,Vince Williams Jr.,VCU,2022
48.0,MIN,Kendall Brown,Baylor,2022
49.0,CLE,Isaiah Mobley,USC,2022
50.0,MIN,Matteo Spagnolo,,2022
51.0,GSW,Tyrese Martin,UConn,2022
52.0,NOP,Karlo Matković,,2022
53.0,BOS,JD Davison,Alabama,2022
54.0,WAS,Yannick Nzosa,,2022
55.0,GSW,Gui Santos,,2022
56.0,CLE,Luke Travers,,2022
57.0,POR,Jabari Walker,Colorado,2022
58.0,IND,Hugo Besson,,2022
,,,,2022
,,,,2022
1.0,SAS,Victor Wembanyama,,2023
2.0,CHO,Brandon Miller,Alabama,2023
3.0,POR,Scoot Henderson,,2023
4.0,HOU,Amen Thompson,,2023
5.0,DET,Ausar Thompson,,2023
6.0,ORL,Anthony Black,Arkansas,2023
7.0,IND,Bilal Coulibaly,,2023
8.0,WAS,Jarace Walker,Houston,2023
9.0,UTA,Taylor Hendricks,Central Florida,2023
10.0,DAL,Cason Wallace,Kentucky,2023
11.0,ORL,Jett Howard,Michigan,2023
12.0,OKC,Dereck Lively II,Duke,2023
13.0,TOR,Gradey Dick,Kansas,2023
14.0,NOP,Jordan Hawkins,UConn,2023
15.0,ATL,Kobe Bufkin,Michigan,2023
16.0,UTA,Keyonte George,Baylor,2023
17.0,LAL,Jalen Hood-Schifino,Indiana,2023
18.0,MIA,Jaime Jaquez Jr.,UCLA,2023
19.0,GSW,Brandin Podziemski,Santa Clara,2023
20.0,HOU,Cam Whitmore,Villanova,2023
21.0,BRK,Noah Clowney,Alabama,2023
22.0,BRK,Dariq Whitehead,Duke,2023
23.0,POR,Kris Murray,Iowa,2023
24.0,SAC,Olivier-Maxence Prosper,Marquette,2023
25.0,MEM,Marcus Sasser,Houston,2023
26.0,IND,Ben Sheppard,Belmont,2023
27.0,CHO,Nick Smith Jr.,Arkansas,2023
28.0,UTA,Brice Sensabaugh,Ohio State,2023
29.0,IND,Julian Strawther,Gonzaga,2023
30.0,LAC,Kobe Brown,Missouri,2023
31.0,DET,James Nnaji,,2023
32.0,IND,Jalen Pickett,Penn State,2023
33.0,SAS,Leonard Miller,,2023
34.0,CHO,Colby Jones,Xavier,2023
35.0,BOS,Julian Phillips,Tennessee,2023
36.0,ORL,Andre Jackson Jr.,UConn,2023
37.0,OKC,Hunter Tyson,Clemson,2023
38.0,SAC,Jordan Walsh,Arkansas,2023
39.0,CHO,Mouhamed Gueye,Washington State,2023
40.0,DEN,Maxwell Lewis,Pepperdine,2023
41.0,CHO,Amari Bailey,UCLA,2023
42.0,WAS,Tristan Vukcevic,,2023
43.0,POR,Rayan Rupert,,2023
44.0,SAS,Sidy Cissoko,,2023
45.0,MEM,GG Jackson II,South Carolina,2023
46.0,ATL,Seth Lundy,Penn State,2023
47.0,LAL,Mojave King,,2023
48.0,LAC,Jordan Miller,Miami (FL),2023
49.0,CLE,Emoni Bates,Eastern Michigan,2023
50.0,OKC,Keyontae Johnson,Kansas State,2023
51.0,BRK,Jalen Wilson,Kansas,2023
52.0,PHO,Toumani Camara,Dayton,2023
53.0,MIN,Jaylen Clark,UCLA,2023
54.0,SAC,Jalen Slawson,Furman University,2023
55.0,IND,Isaiah Wong,Miami (FL),2023
56.0,MEM,Tarik Biberovic,,2023
57.0,WAS,Trayce Jackson-Davis,Indiana,2023
58.0,MIL,Chris Livingston,Kentucky,2023
,,,,2023
,,,,2023
1.0,ATL,Zaccharie Risacher,,2024
2.0,WAS,Alex Sarr,,2024
3.0,HOU,Reed Sheppard,Kentucky,2024
4.0,SAS,Stephon Castle,UConn,2024
5.0,DET,Ron Holland,,2024
6.0,CHO,Tidjane Salaün,,2024
7.0,POR,Donovan Clingan,UConn,2024
8.0,SAS,Rob Dillingham,Kentucky,2024
9.0,MEM,Zach Edey,Purdue,2024
10.0,UTA,Cody Williams,Colorado,2024
11.0,CHI,Matas Buzelis,,2024
12.0,OKC,Nikola Topić,,2024
13.0,SAC,Devin Carter,Providence,2024
14.0,POR,Bub Carrington,Pitt,2024
15.0,MIA,Kel'el Ware,Indiana,2024
16.0,PHI,Jared McCain,Duke,2024
17.0,LAL,Dalton Knecht,Tennessee,2024
18.0,ORL,Tristan Da Silva,Colorado,2024
19.0,TOR,Ja'Kobe Walter,Baylor,2024
20.0,CLE,Jaylon Tyson,California,2024
21.0,NOP,Yves Missi,Baylor,2024
22.0,PHO,DaRon Holmes,Dayton,2024
23.0,MIL,AJ Johnson,,2024
24.0,NYK,Kyshawn George,Miami (FL),2024
25.0,NYK,Pacome Dadiet,,2024
26.0,WAS,Dillon Jones,Weber State,2024
27.0,MIN,Terrence Shannon Jr.,Illinois,2024
28.0,DEN,Ryan Dunn,Virginia,2024
29.0,UTA,Isaiah Collier,USC,2024
30.0,BOS,Baylor Scheierman,Creighton,2024
31.0,TOR,Jonathan Mogbo,San Francisco,2024
32.0,UTA,Kyle Filipowski,Duke,2024
33.0,MIL,Tyler Smith,,2024
34.0,POR,Tyler Kolek,Marquette,2024
35.0,SAS,Johnny Furphy,Kansas,2024
36.0,IND,Juan Nunez,,2024
37.0,MIN,Bobi Klintman,,2024
38.0,NYK,Ajay Mitchell,UC Santa Barbara,2024
39.0,MEM,Jaylen Wells,Washington State,2024
40.0,POR,Oso Ighodaro,Marquette,2024
41.0,PHI,Adem Bona,UCLA,2024
42.0,CHO,KJ Simpson,Colorado,2024
43.0,MIA,Nikola Djurisic,,2024
44.0,HOU,Pelle Larsson,Arizona,2024
45.0,SAC,Jamal Shead,Houston,2024
46.0,LAC,Cam Christie,Minnesota,2024
47.0,ORL,Antonio Reeves,Kentucky,2024
48.0,SAS,Harrison Ingram,UNC,2024
49.0,IND,Tristen Newton,UConn,2024
50.0,IND,Enrique Freeman,University of Akron,2024
51.0,NYK,Melvin Ajinça,,2024
52.0,GSW,Quinten Post,Boston College,2024
53.0,DET,Cam Spencer,UConn,2024
54.0,BOS,Anton Watson,Gonzaga,2024
55.0,LAL,Bronny James,USC,2024
56.0,PHO,Kevin McCullar Jr.,Kansas,2024
57.0,MEM,Ulrich Chomche,,2024
58.0,DAL,Ariel Hukporti,,2024
59.0,PHI,,,2024
60.0,PHO,,,2024
1.0,DAL,Cooper Flagg,Duke,2025
2.0,SAS,Dylan Harper,Rutgers University,2025
3.0,PHI,VJ Edgecombe,Baylor,2025
4.0,CHO,Kon Knueppel,Duke,2025
5.0,UTA,Ace Bailey,Rutgers University,2025
6.0,WAS,Tre Johnson,Texas,2025
7.0,NOP,Jeremiah Fears,Oklahoma,2025
8.0,BRK,Egor Dёmin,BYU,2025
9.0,TOR,Collin Murray-Boyles,South Carolina,2025
10.0,HOU,Khaman Maluach,Duke,2025
11.0,POR,Cedric Coward,Washington State,2025
12.0,CHI,Noa Essengue,,2025
13.0,ATL,Derik Queen,Maryland,2025
14.0,SAS,Carter Bryant,Arizona,2025
15.0,OKC,Thomas Sorber,Georgetown,2025
16.0,MEM,Yang Hansen,,2025
17.0,MIN,Joan Beringer,,2025
18.0,WAS,Walter Clayton,Florida,2025
19.0,BRK,Nolan Traoré,,2025
20.0,MIA,Kasparas Jakucionis,Illinois,2025
21.0,UTA,Will Riley,Illinois,2025
22.0,ATL,Drake Powell,UNC,2025
23.0,IND,Asa Newell,Georgia,2025
24.0,OKC,Nique Clifford,Colorado State,2025
25.0,ORL,Jase Richardson,Michigan State,2025
26.0,BRK,Ben Saraf,,2025
27.0,BRK,Danny Wolf,Michigan,2025
28.0,BOS,Hugo González,,2025
29.0,PHO,Liam McNeeley,UConn,2025
30.0,LAC,Yanic Konan Niederhauser,Penn State,2025
31.0,MIN,Rasheer Fleming,Saint Joseph's,2025
32.0,BOS,Noah Penda,,2025
33.0,CHO,Sion James,Duke,2025
34.0,CHO,Ryan Kalkbrenner,Creighton,2025
35.0,PHI,Johni Broome,Auburn,2025
36.0,BRK,Adou Thiero,Arkansas,2025
37.0,DET,Chaz Lanier,Tennessee,2025
38.0,SAS,Kam Jones,Marquette,2025
39.0,TOR,Alijah Martin,Florida,2025
40.0,WAS,Micah Peavy,Georgetown,2025
41.0,GSW,Koby Brea,Kentucky,2025
42.0,SAC,Maxime Raynaud,Stanford,2025
43.0,UTA,Jamir Watkins,Florida State,2025
44.0,OKC,Brooks Barnhizer,Northwestern,2025
45.0,CHI,Rocco Zikarsky,,2025
46.0,ORL,Amari Williams,Kentucky,2025
47.0,MIL,Bogoljub Markovic,,2025
48.0,MEM,Javon Small,West Virginia,2025
49.0,CLE,Tyrese Proctor,Duke,2025
50.0,NYK,Kobe Sanders,Nevada,2025
51.0,LAC,Mohamed Diawara,,2025
52.0,PHO,Alex Toohey,,2025
53.0,UTA,John Tonje,Wisconsin,2025
54.0,IND,Taelon Peter,Liberty,2025
55.0,LAL,Lachlan Olbrich,,2025
56.0,MEM,Will Richard,Florida,2025
57.0,ORL,Max Shulga,VCU,2025
58.0,CLE,Saliou Niang,,2025
59.0,HOU,Jahmai Mashack,Tennessee,2025
60.0,NYK,,,2025
