Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,%FGA,#,%3PA,Att.,Md.,-9999,Trp-Dbl,Season
85.0,Jalen Duren,21.0,DET,C,78.0,78.0,2034.0,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,,durenja01,4.8,7.0,0.692,0.0,0.0,,4.8,7.0,0.692,0.692,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,2.5,.663,.760,.332,.558,.004,.500,.002,1.000,.663,.760,.332,.558,.004,.500,.002,1.000,.441,219,,0,0,durenja01,0.0,2024-25
86.0,Jalen Wilson,24.0,BRK,PF,79.0,22.0,2031.0,9.5,0.541,0.584,0.266,4.0,11.4,7.5,10.8,1.0,0.2,10.2,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0,,wilsoja03,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,16.9,.165,.608,.216,.410,.023,.286,.013,.375,.165,.608,.216,.410,.023,.286,.013,.375,.002,0,.290,1,0,wilsoja03,0.0,2024-25
87.0,Miles Bridges,26.0,CHO,PF,64.0,64.0,2029.0,17.7,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28.0,1.3,1.8,3.2,0.075,2.3,-0.5,1.8,2.0,,bridgmi02,7.3,17.0,0.431,2.2,7.0,0.313,5.1,10.0,0.513,0.495,3.5,4.0,0.87,1.1,6.4,7.5,3.9,0.7,0.7,2.1,1.5,20.3,13.8,.242,.712,.274,.393,.051,.309,.020,.273,.242,.712,.274,.393,.051,.309,.020,.273,.058,55,.236,6,0,bridgmi02,1.0,2024-25
89.0,Franz Wagner,23.0,ORL,SF,60.0,60.0,2023.0,20.1,0.558,0.303,0.268,3.0,17.1,9.7,26.6,1.9,1.0,9.6,31.0,2.6,3.1,5.6,0.133,2.6,0.5,3.1,2.6,,wagnefr01,9.0,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,4.7,1.3,0.4,2.3,2.5,24.2,12.5,.214,.726,.349,.452,.091,.491,.043,.360,.214,.726,.349,.452,.091,.491,.043,.360,.036,39,.111,3,0,wagnefr01,0.0,2024-25
91.0,Jordan Poole,25.0,WAS,SG,68.0,68.0,2001.0,16.6,0.591,0.588,0.259,1.6,9.0,5.3,25.6,2.0,1.2,14.8,29.0,1.2,0.8,2.0,0.047,2.0,-1.6,0.4,1.2,,poolejo01,6.7,15.5,0.432,3.5,9.1,0.378,3.3,6.4,0.51,0.544,3.6,4.0,0.883,0.5,2.5,3.0,4.5,1.3,0.4,3.0,3.0,20.5,18.8,.166,.703,.156,.412,.056,.271,.034,.417,.166,.703,.156,.412,.056,.271,.034,.417,.010,10,.087,3,0,poolejo01,0.0,2024-25
92.0,Draymond Green,34.0,GSW,PF,68.0,66.0,1983.0,12.4,0.534,0.483,0.289,3.9,19.0,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,DPOY-3DEF1,greendr01,3.2,7.5,0.424,1.2,3.6,0.325,2.0,3.9,0.517,0.503,1.5,2.2,0.687,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,9.0,14.9,.187,.600,.250,.472,.053,.444,.028,.500,.187,.600,.250,.472,.053,.444,.028,.500,.029,14,.390,1,0,greendr01,1.0,2024-25
93.0,Devin Vassell,24.0,SAS,SG,64.0,53.0,1983.0,14.2,0.553,0.483,0.135,1.8,12.0,6.9,13.8,2.0,1.5,8.5,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4,,vassede01,6.2,13.9,0.443,2.5,6.7,0.368,3.7,7.2,0.513,0.532,1.5,1.9,0.792,0.5,3.5,4.0,2.9,1.3,0.5,1.4,1.7,16.3,17.2,.139,.677,.105,.419,.175,.474,.098,.448,.139,.677,.105,.419,.175,.474,.098,.448,.046,35,.228,1,0,vassede01,0.0,2024-25
94.0,Klay Thompson,34.0,DAL,SF,72.0,72.0,1965.0,12.9,0.552,0.631,0.084,2.5,11.0,6.8,10.7,1.2,1.3,8.8,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1.0,0.5,,thompkl01,5.0,12.2,0.412,3.0,7.7,0.391,2.0,4.5,0.448,0.535,0.9,1.0,0.905,0.6,2.8,3.4,2.0,0.7,0.4,1.2,1.1,14.0,20.1,.067,.712,.081,.380,.105,.370,.116,.412,.067,.712,.081,.380,.105,.370,.116,.412,.002,2,.264,0,0,thompkl01,0.0,2024-25
95.0,Tyrese Maxey,24.0,PHI,PG,52.0,52.0,1960.0,19.5,0.562,0.438,0.265,0.8,9.6,5.0,28.0,2.3,1.1,9.2,29.8,2.9,1.0,3.8,0.094,3.2,-1.1,2.0,2.0,CPOY-10,maxeyty01,9.2,21.0,0.437,3.1,9.2,0.337,6.1,11.8,0.515,0.511,4.9,5.6,0.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,15.1,.226,.644,.220,.408,.071,.462,.044,.479,.226,.644,.220,.408,.071,.462,.044,.479,.014,15,.084,3,0,maxeyty01,1.0,2024-25
96.0,Norman Powell,31.0,LAC,SG,60.0,60.0,1958.0,17.5,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,2.9,2.3,5.3,0.129,1.7,-0.2,1.5,1.8,,powelno01,7.6,15.8,0.484,3.0,7.1,0.418,4.6,8.6,0.538,0.578,3.6,4.4,0.804,0.4,2.8,3.2,2.1,1.2,0.2,1.8,1.9,21.8,15.3,.184,.718,.236,.453,.086,.420,.041,.462,.184,.718,.236,.453,.086,.420,.041,.462,.019,16,.145,3,0,powelno01,0.0,2024-25
97.0,Yves Missi,20.0,NOP,C,73.0,67.0,1956.0,15.4,0.572,0.002,0.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3.0,-0.5,,missiyv01,3.7,6.7,0.547,0.0,0.0,0.0,3.7,6.7,0.548,0.547,1.7,2.8,0.623,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2.0,9.1,2.8,.667,.619,.311,.405,.018,.444,.002,.000,.667,.619,.311,.405,.018,.444,.002,.000,.297,116,.000,1,0,missiyv01,0.0,2024-25
98.0,Keon Ellis,25.0,SAC,SG,80.0,28.0,1948.0,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8.0,3.0,3.2,12.4,12.7,2.7,2.2,5.0,0.122,-0.1,2.0,1.9,1.9,,elliske01,2.8,5.8,0.489,1.7,4.0,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,19.8,.103,.833,.119,.600,.056,.308,.030,.500,.103,.833,.119,.600,.056,.308,.030,.500,.050,23,.324,0,0,elliske01,0.0,2024-25
99.0,Bilal Coulibaly,20.0,WAS,SF,59.0,59.0,1948.0,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8,,coulibi01,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,13.3,.268,.749,.218,.346,.096,.283,.059,.297,.268,.749,.218,.346,.096,.283,.059,.297,.128,72,.232,0,0,coulibi01,1.0,2024-25
101.0,Julian Champagnie,23.0,SAS,SF,82.0,29.0,1932.0,12.2,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,1.3,1.2,2.5,0.062,-0.3,-0.9,-1.3,0.4,,champju02,3.4,8.1,0.415,2.2,5.9,0.371,1.2,2.3,0.53,0.549,1.0,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9,19.3,.159,.623,.095,.381,.009,.667,.015,.400,.159,.623,.095,.381,.009,.667,.015,.400,.047,23,.302,1,0,champju02,0.0,2024-25
102.0,Keon Johnson,22.0,BRK,SG,79.0,56.0,1925.0,10.4,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,,johnske07,3.8,9.9,0.389,1.6,5.1,0.314,2.2,4.8,0.468,0.47,1.4,1.8,0.77,0.8,3.0,3.8,2.2,1.0,0.4,1.5,2.6,10.6,15.6,.223,.580,.191,.362,.040,.419,.031,.375,.223,.580,.191,.362,.040,.419,.031,.375,.059,36,.294,2,0,johnske07,0.0,2024-25
103.0,Naji Marshall,27.0,DAL,SF,69.0,31.0,1919.0,15.1,0.584,0.306,0.225,4.4,14.0,9.3,15.8,1.8,0.5,12.5,20.0,2.0,1.5,3.5,0.087,-0.3,-0.5,-0.8,0.6,,marshna01,5.2,10.3,0.508,0.9,3.2,0.275,4.4,7.2,0.611,0.551,1.9,2.3,0.813,1.1,3.7,4.8,3.0,1.0,0.2,1.6,1.6,13.2,12.0,.250,.730,.330,.528,.098,.571,.015,.727,.250,.730,.330,.528,.098,.571,.015,.727,.038,20,.482,8,0,marshna01,0.0,2024-25
104.0,Jrue Holiday,34.0,BOS,PG,62.0,62.0,1896.0,13.5,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,2.8,2.4,5.1,0.13,-0.3,1.0,0.7,1.3,,holidjr01,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,16.2,.164,.723,.209,.458,.070,.450,.023,.385,.164,.723,.209,.458,.070,.450,.023,.385,.003,1,.314,0,0,holidjr01,0.0,2024-25
105.0,Guerschon Yabusele,29.0,PHI,C,70.0,43.0,1895.0,14.7,0.616,0.487,0.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,2.9,1.0,3.9,0.099,0.1,-1.1,-1.0,0.5,,yabusgu01,4.0,8.0,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,14.4,.313,.744,.165,.462,.028,.188,.007,.250,.313,.744,.165,.462,.028,.188,.007,.250,.089,44,.241,3,0,yabusgu01,0.0,2024-25
106.0,Gary Trent Jr.,26.0,MIL,SG,74.0,9.0,1893.0,11.7,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,,trentga02,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3.0,0.46,0.568,1.1,1.2,0.848,0.3,2.0,2.3,1.2,1.0,0.1,0.6,1.7,11.1,20.4,.072,.574,.079,.404,.111,.493,.079,.365,.072,.574,.079,.404,.111,.493,.079,.365,.003,1,.217,0,0,trentga02,0.0,2024-25
107.0,Anthony Black,21.0,ORL,PG,78.0,10.0,1887.0,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,,blackan01,3.4,7.9,0.423,0.8,2.5,0.318,2.6,5.4,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,12.0,.255,.627,.308,.414,.071,.250,.052,.344,.255,.627,.308,.414,.071,.250,.052,.344,.060,30,.390,1,0,blackan01,0.0,2024-25
108.0,Josh Green,24.0,CHO,SG,68.0,67.0,1887.0,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,,greenjo02,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,16.8,.185,.615,.128,.407,.064,.296,.033,.357,.185,.615,.128,.407,.064,.296,.033,.357,.040,17,.609,1,0,greenjo02,0.0,2024-25
109.0,Nic Claxton,25.0,BRK,C,70.0,62.0,1882.0,16.5,0.569,0.037,0.271,9.0,22.7,15.5,13.7,1.6,5.3,12.0,16.8,1.8,2.5,4.3,0.11,-1.1,1.5,0.4,1.1,,claxtni01,4.6,8.1,0.563,0.1,0.3,0.238,4.5,7.8,0.576,0.568,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,5.3,.481,.755,.359,.397,.100,.456,.023,.154,.481,.755,.359,.397,.100,.456,.023,.154,.229,119,.381,0,0,claxtni01,0.0,2024-25
110.0,Andrew Nembhard,25.0,IND,SG,65.0,65.0,1881.0,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1,,nembhan01,3.8,8.3,0.458,0.8,2.7,0.291,3.0,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,14.9,.163,.727,.187,.535,.199,.449,.126,.441,.163,.727,.187,.535,.199,.449,.126,.441,.002,1,.269,1,0,nembhan01,0.0,2024-25
111.0,Cason Wallace,21.0,OKC,SG,68.0,43.0,1876.0,12.3,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,0.133,-1.5,2.6,1.0,1.5,,wallaca01,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,13.2,.272,.662,.233,.491,.055,.407,.014,.429,.272,.662,.233,.491,.055,.407,.014,.429,.065,29,.438,0,0,wallaca01,0.0,2024-25
112.0,Derrick Jones Jr.,27.0,LAC,SF,77.0,55.0,1873.0,13.5,0.609,0.372,0.2,5.7,10.1,8.0,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8,,jonesde02,4.0,7.6,0.526,1.0,2.8,0.356,3.0,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,11.4,.357,.752,.239,.461,.019,.455,.014,.500,.357,.752,.239,.461,.019,.455,.014,.500,.209,112,.507,1,0,jonesde02,0.0,2024-25
113.0,Rui Hachimura,26.0,LAL,PF,59.0,57.0,1869.0,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,,hachiru01,5.0,9.8,0.509,1.7,4.2,0.413,3.2,5.6,0.581,0.597,1.5,1.9,0.77,1.3,3.7,5.0,1.4,0.8,0.4,0.8,1.8,13.1,13.7,.274,.753,.181,.394,.073,.500,.043,.400,.274,.753,.181,.394,.073,.500,.043,.400,.130,67,.429,0,0,hachiru01,0.0,2024-25
114.0,RJ Barrett,24.0,TOR,SF,58.0,58.0,1869.0,16.5,0.547,0.312,0.317,3.4,17.9,10.5,27.3,1.2,0.9,12.9,28.7,0.6,1.7,2.4,0.061,1.2,-0.7,0.6,1.2,,barrerj01,7.9,16.9,0.468,1.8,5.3,0.35,6.1,11.7,0.522,0.523,3.4,5.4,0.63,1.1,5.3,6.3,5.4,0.8,0.3,2.8,2.4,21.1,10.9,.354,.624,.273,.392,.049,.542,.012,.417,.354,.624,.273,.392,.049,.542,.012,.417,.032,27,.229,1,0,barrerj01,2.0,2024-25
115.0,Buddy Hield,32.0,GSW,SG,82.0,22.0,1863.0,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5,,hieldbu01,4.0,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1,20.0,.093,.726,.127,.500,.041,.406,.041,.281,.093,.726,.127,.500,.041,.406,.041,.281,.011,9,.233,1,0,hieldbu01,0.0,2024-25
116.0,Trey Murphy III,24.0,NOP,SF,53.0,51.0,1854.0,17.3,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2.0,9.9,23.7,3.0,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,murphtr02,7.2,15.8,0.454,3.0,8.3,0.361,4.2,7.6,0.556,0.548,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,16.6,.217,.725,.178,.430,.054,.378,.030,.400,.217,.725,.178,.430,.054,.378,.030,.400,.093,73,.155,1,0,murphtr02,0.0,2024-25
117.0,Zaccharie Risacher,19.0,ATL,SF,75.0,73.0,1843.0,12.2,0.558,0.442,0.191,5.0,11.1,8.0,7.1,1.3,1.8,9.8,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,ROY-2,risacza01,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2.0,0.711,1.1,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,13.5,.280,.651,.216,.458,.033,.308,.030,.348,.280,.651,.216,.458,.033,.308,.030,.348,.095,67,.410,0,0,risacza01,0.0,2024-25
119.0,Isaiah Collier,20.0,UTA,PG,71.0,46.0,1839.0,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25.0,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6,,colliis01,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,12.0,.209,.698,.368,.451,.094,.288,.025,.286,.209,.698,.368,.451,.094,.288,.025,.286,.027,15,.260,5,1,colliis01,0.0,2024-25
120.0,Keldon Johnson,25.0,SAS,SF,77.0,0.0,1838.0,15.6,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,2.2,1.0,3.2,0.083,0.0,-1.6,-1.6,0.2,,johnske04,4.8,10.0,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.6,0.6,0.3,1.0,1.5,12.7,11.3,.336,.703,.277,.451,.023,.333,.008,.000,.336,.703,.277,.451,.023,.333,.008,.000,.044,30,.339,0,0,johnske04,0.0,2024-25
121.0,Royce O'Neale,31.0,PHO,SF,75.0,22.0,1837.0,12.6,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1.0,,onealro01,3.2,7.6,0.423,2.4,5.9,0.406,0.8,1.7,0.481,0.58,0.3,0.3,0.731,0.7,3.9,4.7,2.2,0.9,0.5,0.9,2.0,9.1,21.2,.089,.725,.111,.349,.021,.250,.005,.000,.089,.725,.111,.349,.021,.250,.005,.000,.007,3,.231,3,0,onealro01,0.0,2024-25
122.0,P.J. Washington,26.0,DAL,PF,57.0,56.0,1835.0,14.0,0.556,0.359,0.298,5.0,20.9,13.1,10.1,1.7,2.8,13.6,20.4,0.3,2.1,2.4,0.062,-1.1,0.2,-0.9,0.5,,washipj01,5.3,11.7,0.453,1.6,4.2,0.381,3.7,7.5,0.493,0.521,2.5,3.5,0.722,1.4,6.3,7.8,2.3,1.1,1.1,2.1,2.3,14.7,12.3,.223,.703,.332,.380,.068,.400,.018,.333,.223,.703,.332,.380,.068,.400,.018,.333,.054,34,.331,0,0,washipj01,0.0,2024-25
123.0,CJ McCollum,33.0,NOP,PG,56.0,56.0,1832.0,15.8,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9.0,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3,,mccolcj01,7.9,17.9,0.444,3.1,8.2,0.373,4.9,9.7,0.505,0.53,2.2,3.1,0.717,0.8,3.0,3.8,4.1,0.8,0.4,1.9,2.2,21.1,16.1,.157,.669,.185,.443,.138,.442,.061,.410,.157,.669,.185,.443,.138,.442,.061,.410,.003,3,.144,0,0,mccolcj01,0.0,2024-25
124.0,Haywood Highsmith,28.0,MIA,SF,74.0,42.0,1818.0,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2.0,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,,highsha01,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1.0,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5,16.4,.205,.688,.159,.484,.036,.357,.005,.000,.205,.688,.159,.484,.036,.357,.005,.000,.049,19,.459,0,0,highsha01,0.0,2024-25
126.0,Alex Sarr,19.0,WAS,C,67.0,67.0,1814.0,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6,ROY-4,sarral01,4.9,12.4,0.394,1.6,5.1,0.308,3.3,7.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,14.4,.170,.695,.298,.360,.086,.324,.034,.393,.170,.695,.298,.360,.086,.324,.034,.393,.077,58,.150,0,0,sarral01,0.0,2024-25
127.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,19.9,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.4,1.3,4.6,0.124,3.9,-0.5,3.4,2.5,CPOY-10AS,irvinky01,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,14.9,.153,.703,.252,.487,.134,.441,.080,.382,.153,.703,.252,.487,.134,.441,.080,.382,.001,1,.150,1,0,irvinky01,0.0,2024-25
128.0,Kyshawn George,21.0,WAS,SG,68.0,38.0,1802.0,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,,georgky01,3.0,8.0,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1.0,1.4,0.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,19.1,.159,.609,.132,.347,.049,.370,.011,.167,.159,.609,.132,.347,.049,.370,.011,.167,.026,11,.192,3,0,georgky01,0.0,2024-25
129.0,Cameron Johnson,28.0,BRK,PF,57.0,57.0,1800.0,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3,,johnsca02,6.2,13.1,0.475,2.8,7.2,0.39,3.4,5.9,0.578,0.582,3.5,3.9,0.893,0.9,3.4,4.3,3.4,0.9,0.4,1.7,1.8,18.8,17.2,.191,.783,.119,.449,.082,.410,.062,.413,.191,.783,.119,.449,.082,.410,.062,.413,.035,24,.213,0,0,johnsca02,0.0,2024-25
130.0,Duncan Robinson,30.0,MIA,SF,74.0,37.0,1785.0,11.8,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1,,robindu01,3.9,9.0,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,19.9,.122,.642,.128,.518,.018,.333,.003,.000,.122,.642,.128,.518,.018,.333,.003,.000,.012,6,.184,0,0,robindu01,0.0,2024-25
131.0,Kris Dunn,30.0,LAC,PG,74.0,58.0,1783.0,11.3,0.531,0.513,0.05,3.4,12.4,8.0,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4.0,0.108,-2.8,3.4,0.6,1.2,,dunnkr01,2.6,5.9,0.439,1.0,3.0,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,15.7,.130,.719,.275,.492,.064,.536,.018,.250,.130,.719,.275,.492,.064,.536,.018,.250,.016,7,.478,1,0,dunnkr01,0.0,2024-25
133.0,Scoot Henderson,20.0,POR,PG,66.0,10.0,1759.0,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,,hendesc01,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,14.9,.235,.590,.199,.346,.072,.490,.061,.381,.235,.590,.199,.346,.072,.490,.061,.381,.020,11,.138,4,1,hendesc01,0.0,2024-25
134.0,Wendell Carter Jr.,25.0,ORL,C,68.0,51.0,1758.0,13.7,0.544,0.322,0.356,9.4,23.4,16.0,11.5,1.5,2.2,11.9,16.0,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3,,cartewe01,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,12.1,.324,.748,.196,.417,.100,.429,.059,.310,.324,.748,.196,.417,.100,.429,.059,.310,.179,78,.361,0,0,cartewe01,0.0,2024-25
135.0,Collin Sexton,26.0,UTA,SG,63.0,61.0,1758.0,16.6,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27.0,2.5,-0.1,2.4,0.066,1.7,-2.3,-0.6,0.6,,sextoco01,6.6,13.8,0.48,1.7,4.3,0.406,4.9,9.5,0.513,0.543,3.4,4.0,0.865,1.0,1.8,2.7,4.2,0.7,0.1,2.5,2.3,18.4,13.1,.151,.618,.340,.512,.135,.487,.061,.321,.151,.618,.340,.512,.135,.487,.061,.321,.006,3,.214,1,0,sextoco01,0.0,2024-25
136.0,Mike Conley,37.0,MIN,PG,71.0,64.0,1756.0,13.3,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,3.0,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,,conlemi01,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,19.4,.077,.583,.150,.371,.081,.342,.030,.000,.077,.583,.150,.371,.081,.342,.030,.000,.000,0,.268,1,0,conlemi01,0.0,2024-25
