Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Dist.,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,0-3,0-3,3-10,3-10,10-16,10-16,16-3P,16-3P,%FGA,#,%3PA,Att.,Md.,-9999,Trp-Dbl,Season
303.0,Marcus Sasser,24.0,DET,PG,57.0,1.0,811.0,14.0,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,1.0,0.8,1.8,0.108,-0.4,-0.2,-0.6,0.3,,sassema01,2.4,5.2,0.463,1.0,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,2.3,0.6,0.1,0.9,1.3,6.6,17.5,.128,.789,.155,.435,.118,.514,.084,.440,.128,.789,.155,.435,.118,.514,.084,.440,.000,0,.151,0,0,sassema01,0.0,2024-25
304.0,Steven Adams,31.0,HOU,C,58.0,3.0,794.0,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5,,adamsst01,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,4.1,.611,.608,.311,.500,.066,.273,.000,,.611,.608,.311,.500,.066,.273,.000,,.138,21,.000,2,0,adamsst01,0.0,2024-25
305.0,Aaron Holiday,28.0,HOU,PG,62.0,3.0,792.0,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,,holidaa01,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,20.8,.060,.750,.131,.486,.075,.400,.060,.500,.060,.750,.131,.486,.075,.400,.060,.500,.000,0,.177,1,0,holidaa01,0.0,2024-25
306.0,Karlo Matković,23.0,NOP,PF,42.0,7.0,791.0,15.6,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5.0,14.5,15.9,1.0,0.6,1.6,0.096,-1.9,-0.2,-2.0,0.0,,matkoka01,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4.0,0.675,0.619,0.8,1.0,0.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,9.5,.396,.785,.272,.563,.047,.455,.004,.000,.396,.785,.272,.563,.047,.455,.004,.000,.204,40,.515,0,0,matkoka01,0.0,2024-25
307.0,Caleb Houstan,22.0,ORL,SF,58.0,6.0,788.0,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0,,houstca01,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1.0,1.3,0.6,0.4,0.1,0.2,1.1,4.1,22.4,.042,.625,.063,.500,.032,.500,.021,.500,.042,.625,.063,.500,.032,.500,.021,.500,.005,0,.331,0,0,houstca01,0.0,2024-25
309.0,Jaylin Williams,22.0,OKC,PF,47.0,9.0,784.0,16.4,0.594,0.692,0.136,6.7,28.7,17.9,19.0,1.3,3.7,13.0,14.6,1.5,1.7,3.3,0.199,1.5,2.7,4.3,1.2,,willija07,2.1,4.7,0.439,1.3,3.3,0.399,0.8,1.4,0.529,0.577,0.5,0.6,0.767,1.0,4.6,5.6,2.6,0.5,0.6,0.7,1.7,5.9,19.7,.149,.606,.086,.526,.059,.385,.014,.333,.149,.606,.086,.526,.059,.385,.014,.333,.059,9,.144,1,0,willija07,3.0,2024-25
310.0,Pelle Larsson,23.0,MIA,SG,55.0,8.0,782.0,10.2,0.546,0.468,0.3,4.0,9.0,6.5,11.6,2.0,0.9,9.5,14.4,0.6,0.8,1.4,0.086,-3.8,0.7,-3.1,-0.2,,larsspe01,1.6,3.7,0.438,0.6,1.7,0.337,1.0,2.0,0.528,0.517,0.7,1.1,0.672,0.5,1.2,1.7,1.2,0.6,0.1,0.4,1.7,4.6,13.3,.345,.614,.158,.438,.030,.000,.000,,.345,.614,.158,.438,.030,.000,.000,,.034,7,.337,0,0,larsspe01,0.0,2024-25
311.0,Cam Thomas,23.0,BRK,SG,25.0,23.0,781.0,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,,thomaca02,8.0,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,16.3,.141,.625,.183,.434,.154,.471,.093,.524,.141,.625,.183,.434,.154,.471,.093,.524,.000,0,.123,1,0,thomaca02,0.0,2024-25
313.0,Lonzo Ball,27.0,CHI,PG,35.0,14.0,777.0,12.2,0.524,0.802,0.111,3.4,12.3,8.0,18.9,2.8,1.9,13.9,15.9,0.3,0.9,1.2,0.075,-1.5,1.7,0.2,0.4,,balllo01,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,23.0,.070,.529,.058,.500,.037,.333,.033,.375,.070,.529,.058,.500,.037,.333,.033,.375,.021,4,.221,4,0,balllo01,0.0,2024-25
315.0,Eric Gordon,36.0,PHI,SG,39.0,13.0,768.0,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,,gordoer01,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,19.9,.152,.613,.142,.276,.025,.800,.010,.000,.152,.613,.142,.276,.025,.800,.010,.000,.005,0,.124,2,0,gordoer01,0.0,2024-25
316.0,Gui Santos,22.0,GSW,PF,56.0,2.0,762.0,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1,,santogu01,1.5,3.2,0.458,0.6,1.8,0.33,0.9,1.4,0.632,0.553,0.5,0.8,0.69,1.3,1.8,3.1,1.4,0.4,0.2,0.8,1.6,4.1,16.3,.190,.794,.218,.487,.011,.500,.006,1.000,.190,.794,.218,.487,.011,.500,.006,1.000,.039,6,.340,1,0,santogu01,0.0,2024-25
317.0,Landry Shamet,27.0,NYK,SG,50.0,0.0,762.0,9.7,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,0.5,0.5,1.0,0.065,-1.9,-0.6,-2.4,-0.1,,shamela01,2.1,4.6,0.461,1.2,3.1,0.397,0.9,1.5,0.595,0.596,0.2,0.4,0.667,0.2,1.0,1.2,0.5,0.5,0.0,0.4,1.0,5.7,19.3,.135,.710,.070,.438,.087,.650,.030,.286,.135,.710,.070,.438,.087,.650,.030,.286,.013,3,.397,1,0,shamela01,0.0,2024-25
318.0,Svi Mykhailiuk,27.0,UTA,SF,38.0,13.0,760.0,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,,mykhasv01,3.1,7.9,0.391,1.8,5.3,0.345,1.3,2.6,0.485,0.507,0.7,0.9,0.8,0.6,1.8,2.4,2.0,0.5,0.2,1.4,1.1,8.8,19.7,.089,.630,.156,.404,.066,.500,.017,.400,.089,.630,.156,.404,.066,.500,.017,.400,.013,4,.236,2,0,mykhasv01,0.0,2024-25
319.0,Andre Drummond,31.0,PHI,C,40.0,23.0,751.0,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,,drumman01,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,5.4,.573,.582,.299,.471,.038,.333,.004,.000,.573,.582,.299,.471,.038,.333,.004,.000,.171,36,.400,2,0,drumman01,0.0,2024-25
320.0,Jabari Walker,22.0,POR,PF,60.0,1.0,749.0,15.0,0.601,0.314,0.31,8.3,22.6,15.3,7.2,2.1,0.7,11.6,16.3,1.0,1.0,2.0,0.128,-1.2,0.5,-0.8,0.2,,walkeja01,2.0,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1.0,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,10.1,.415,.684,.236,.407,.022,.400,.013,.333,.415,.684,.236,.407,.022,.400,.013,.333,.070,16,.458,1,0,walkeja01,0.0,2024-25
321.0,Jay Huff,26.0,MEM,C,64.0,2.0,748.0,18.2,0.666,0.656,0.184,4.3,13.9,9.1,7.0,1.0,6.9,9.3,19.6,1.6,1.0,2.5,0.162,2.5,1.0,3.5,1.1,,huffja01,2.5,4.8,0.515,1.3,3.1,0.405,1.2,1.6,0.724,0.648,0.7,0.9,0.786,0.5,1.5,2.0,0.6,0.3,0.9,0.5,1.2,6.9,17.9,.223,.838,.089,.667,.013,.250,.020,.000,.223,.838,.089,.667,.013,.250,.020,.000,.177,47,.250,0,0,huffja01,0.0,2024-25
323.0,Talen Horton-Tucker,24.0,CHI,SG,58.0,0.0,724.0,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,,hortota01,2.3,5.0,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,12.6,.385,.607,.168,.429,.021,.500,.007,.000,.385,.607,.168,.429,.021,.500,.007,.000,.045,12,.213,0,0,hortota01,0.0,2024-25
324.0,Gary Harris,30.0,ORL,SG,48.0,3.0,711.0,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1.0,0.067,-3.9,1.2,-2.7,-0.1,,harriga01,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3.0,20.7,.060,.625,.128,.412,.023,.333,.030,.500,.060,.625,.128,.412,.023,.333,.030,.500,.008,1,.426,0,0,harriga01,0.0,2024-25
325.0,Micah Potter,26.0,UTA,C,38.0,10.0,705.0,8.5,0.563,0.726,0.148,6.6,18.4,12.5,5.8,1.0,1.9,17.7,10.3,0.2,0.3,0.4,0.03,-2.9,-0.6,-3.5,-0.3,,pottemi01,1.5,3.6,0.422,0.8,2.6,0.316,0.7,1.0,0.703,0.537,0.4,0.5,0.85,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,18.8,.156,.810,.096,.538,.015,.500,.007,1.000,.156,.810,.096,.538,.015,.500,.007,1.000,.111,13,.571,0,0,pottemi01,0.0,2024-25
326.0,Jett Howard,21.0,ORL,SF,60.0,0.0,701.0,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,,howarje01,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5,20.8,.103,.741,.092,.458,.027,.714,.069,.389,.103,.741,.092,.458,.027,.714,.069,.389,.027,3,.247,2,0,howarje01,0.0,2024-25
327.0,DeAndre Jordan,36.0,DEN,C,56.0,5.0,691.0,15.4,0.621,0.0,0.457,14.0,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2,,jordade01,1.6,2.5,0.65,0.0,0.0,,1.6,2.5,0.65,0.65,0.5,1.1,0.422,1.5,3.6,5.1,0.9,0.3,0.5,0.7,1.3,3.7,2.3,.686,.760,.314,.409,.000,,.000,,.686,.760,.314,.409,.000,,.000,,.514,58,,0,0,jordade01,0.0,2024-25
328.0,Quinten Post,24.0,GSW,PF,42.0,14.0,686.0,14.2,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.8,0.9,1.7,0.116,0.1,0.0,0.1,0.4,,postqu01,2.9,6.5,0.449,1.7,4.3,0.408,1.2,2.3,0.526,0.582,0.5,0.6,0.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,18.5,.128,.543,.182,.500,.015,.750,.022,.500,.128,.543,.182,.500,.015,.750,.022,.500,.033,7,.268,1,0,postqu01,0.0,2024-25
329.0,Blake Wesley,21.0,SAS,SG,58.0,0.0,683.0,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4,,weslebl01,1.4,3.2,0.435,0.3,1.0,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2.0,0.6,0.1,0.9,0.8,3.7,10.8,.446,.602,.134,.400,.065,.333,.043,.000,.446,.602,.134,.400,.065,.333,.043,.000,.081,14,.362,0,0,weslebl01,0.0,2024-25
330.0,Sandro Mamukelashvili,25.0,SAS,PF,61.0,0.0,681.0,19.7,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,1.6,0.6,2.2,0.152,3.3,-1.0,2.3,0.7,,mamuksa01,2.3,4.6,0.502,1.0,2.6,0.373,1.3,2.0,0.675,0.609,0.7,1.0,0.741,1.0,2.0,3.1,0.8,0.4,0.3,0.4,1.0,6.3,16.1,.256,.792,.146,.488,.025,.571,.000,,.256,.792,.146,.488,.025,.571,.000,,.103,25,.211,1,0,mamuksa01,0.0,2024-25
332.0,Jalen Pickett,25.0,DEN,SG,49.0,4.0,666.0,10.9,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,0.8,0.3,1.1,0.078,-0.8,-0.7,-1.5,0.1,,pickeja02,1.6,3.7,0.428,0.8,2.1,0.396,0.8,1.6,0.468,0.539,0.1,0.2,0.75,0.3,1.1,1.4,2.2,0.4,0.1,0.5,0.8,4.1,18.8,.072,.692,.133,.625,.133,.292,.100,.333,.072,.692,.133,.625,.133,.292,.100,.333,.000,0,.356,1,0,pickeja02,1.0,2024-25
333.0,Tosan Evbuomwan,23.0,BRK,SF,28.0,0.0,665.0,11.6,0.53,0.35,0.332,5.2,15.8,10.2,12.9,1.8,1.5,13.4,19.1,0.0,0.6,0.6,0.044,-3.0,-0.3,-3.2,-0.2,,evbuoto01,3.4,7.9,0.427,0.9,2.8,0.312,2.5,5.1,0.49,0.482,2.0,2.6,0.753,1.1,3.1,4.3,2.0,0.9,0.4,1.4,2.0,9.5,12.4,.186,.732,.345,.382,.095,.476,.023,.200,.186,.732,.345,.382,.095,.476,.023,.200,.023,4,.416,0,0,evbuoto01,0.0,2024-25
334.0,Antonio Reeves,24.0,NOP,SG,44.0,6.0,660.0,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0.0,0.4,0.029,-1.2,-2.0,-3.2,-0.2,,reevean01,2.6,5.6,0.456,1.2,2.9,0.395,1.4,2.7,0.521,0.558,0.6,0.8,0.8,0.4,1.0,1.4,0.9,0.5,0.1,0.7,0.9,6.9,16.4,.190,.617,.157,.513,.101,.440,.032,.250,.190,.617,.157,.513,.101,.440,.032,.250,.020,4,.349,1,0,reevean01,0.0,2024-25
335.0,Kyle Lowry,38.0,PHI,PG,35.0,12.0,659.0,9.8,0.525,0.752,0.282,1.8,10.0,5.8,19.2,2.5,1.6,13.8,10.1,0.6,0.4,1.0,0.07,-2.8,1.5,-1.3,0.1,,lowryky01,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.7,0.9,0.3,0.6,1.8,3.9,22.5,.051,.667,.111,.308,.034,.750,.051,.167,.051,.667,.111,.308,.034,.750,.051,.167,.000,0,.182,2,0,lowryky01,0.0,2024-25
336.0,Reed Sheppard,20.0,HOU,PG,52.0,3.0,654.0,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,0.055,-3.0,1.3,-1.7,0.1,,sheppre01,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,19.5,.088,.667,.109,.269,.151,.278,.059,.357,.088,.667,.109,.269,.151,.278,.059,.357,.008,1,.169,0,0,sheppre01,0.0,2024-25
337.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,648.0,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,,joneshe01,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,13.5,.273,.681,.221,.263,.035,.667,.052,.778,.273,.681,.221,.263,.035,.667,.052,.778,.029,5,.486,1,0,joneshe01,0.0,2024-25
339.0,Maxi Kleber,33.0,DAL,PF,34.0,4.0,637.0,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0.0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,,klebima01,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,15.9,.177,.706,.208,.300,.021,.500,.083,.625,.177,.706,.208,.300,.021,.500,.083,.625,.073,6,.347,0,0,klebima01,0.0,2024-25
343.0,Jeff Dowtin Jr.,27.0,PHI,PG,41.0,3.0,621.0,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,,dowtije01,2.7,5.6,0.487,0.7,1.7,0.4,2.0,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.9,0.6,0.3,0.4,0.7,7.0,13.5,.209,.604,.217,.440,.187,.628,.083,.316,.209,.604,.217,.440,.187,.628,.083,.316,.004,1,.200,0,0,dowtije01,0.0,2024-25
344.0,Daniel Theis,32.0,NOP,C,38.0,9.0,621.0,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13.0,1.4,3.1,14.7,11.6,0.6,0.4,1.0,0.077,-3.3,0.0,-3.3,-0.2,,theisda01,1.6,3.4,0.473,0.2,1.0,0.243,1.4,2.4,0.565,0.508,0.8,1.0,0.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3,11.1,.310,.700,.271,.457,.116,.467,.016,.500,.310,.700,.271,.457,.116,.467,.016,.500,.116,11,.243,0,0,theisda01,0.0,2024-25
345.0,Cory Joseph,33.0,ORL,PG,50.0,16.0,612.0,10.9,0.547,0.695,0.117,3.0,11.2,6.9,17.0,2.1,0.6,10.0,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,,josepco01,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,1.4,0.5,0.1,0.4,1.0,3.5,20.4,.091,.643,.110,.412,.052,.375,.052,.500,.091,.643,.110,.412,.052,.375,.052,.500,.000,0,.215,1,0,josepco01,0.0,2024-25
346.0,Zeke Nnaji,24.0,DEN,PF,57.0,4.0,608.0,12.0,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2.0,5.6,8.0,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,,nnajize01,1.2,2.5,0.496,0.3,0.9,0.327,0.9,1.6,0.596,0.557,0.5,0.8,0.614,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.2,11.4,.383,.741,.199,.321,.007,1.000,.043,.500,.383,.741,.199,.321,.007,1.000,.043,.500,.184,22,.519,0,0,nnajize01,0.0,2024-25
347.0,Kessler Edwards,24.0,DAL,SF,40.0,18.0,608.0,11.3,0.597,0.4,0.096,4.0,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2.0,0.6,-1.4,0.1,,edwarke02,1.7,3.4,0.496,0.6,1.4,0.407,1.1,2.0,0.556,0.578,0.3,0.3,0.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2,12.5,.311,.667,.207,.464,.067,.333,.015,.500,.311,.667,.207,.464,.067,.333,.015,.500,.104,12,.500,0,0,edwarke02,0.0,2024-25
348.0,Pat Connaughton,32.0,MIL,SG,41.0,1.0,603.0,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0,,connapa01,2.0,4.3,0.469,0.6,2.0,0.321,1.4,2.3,0.594,0.542,0.6,0.8,0.774,0.5,2.2,2.7,1.7,0.2,0.3,0.6,1.1,5.3,13.7,.350,.661,.164,.448,.023,.500,.006,1.000,.350,.661,.164,.448,.023,.500,.006,1.000,.040,6,.235,0,0,connapa01,0.0,2024-25
349.0,Ajay Mitchell,22.0,OKC,SG,36.0,1.0,597.0,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,,mitchaj01,2.5,5.1,0.495,0.6,1.7,0.383,1.9,3.4,0.548,0.557,0.8,1.0,0.829,0.5,1.4,1.9,1.8,0.7,0.1,0.8,1.9,6.5,12.2,.217,.625,.353,.492,.065,.833,.038,.143,.217,.625,.353,.492,.065,.833,.038,.143,.005,0,.267,1,0,mitchaj01,0.0,2024-25
350.0,Brandon Ingram,27.0,NOP,SF,18.0,18.0,595.0,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3,,ingrabr01,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,16.0,.117,.744,.153,.412,.240,.538,.144,.396,.117,.744,.153,.412,.240,.538,.144,.396,.027,9,.070,0,0,ingrabr01,0.0,2024-25
351.0,Jared McCain,20.0,PHI,SG,23.0,8.0,592.0,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,ROY-7,mccaija01,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,16.0,.193,.642,.179,.429,.106,.448,.036,.700,.193,.642,.179,.429,.106,.448,.036,.700,.007,2,.203,0,0,mccaija01,0.0,2024-25
352.0,Cam Reddish,25.0,LAL,SF,33.0,8.0,589.0,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0.0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,,reddica01,1.2,2.8,0.404,0.4,1.4,0.277,0.8,1.4,0.532,0.473,0.5,0.8,0.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2,14.7,.245,.870,.202,.211,.032,.000,.021,.500,.245,.870,.202,.211,.032,.000,.021,.500,.096,8,.489,0,0,reddica01,0.0,2024-25
353.0,Jae'Sean Tate,29.0,HOU,SF,52.0,2.0,588.0,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,,tateja01,1.3,2.8,0.473,0.3,0.9,0.348,1.0,2.0,0.529,0.527,0.6,0.9,0.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.6,10.4,.270,.700,.385,.421,.034,.400,.000,,.270,.700,.385,.421,.034,.400,.000,,.041,4,.674,0,0,tateja01,0.0,2024-25
354.0,Olivier-Maxence Prosper,22.0,DAL,PF,52.0,4.0,584.0,12.6,0.484,0.293,0.437,8.4,15.0,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0.0,,prospol01,1.3,3.3,0.402,0.2,1.0,0.235,1.1,2.4,0.472,0.437,0.9,1.5,0.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9,10.4,.356,.661,.276,.313,.029,.000,.046,.250,.356,.661,.276,.313,.029,.000,.046,.250,.080,11,.667,0,0,prospol01,0.0,2024-25
355.0,Jarred Vanderbilt,25.0,LAL,PF,36.0,2.0,581.0,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2,,vandeja01,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,8.2,.554,.672,.174,.238,.008,.000,.000,,.554,.672,.174,.238,.008,.000,.000,,.289,30,.750,1,0,vandeja01,0.0,2024-25
356.0,Joel Embiid,30.0,PHI,C,19.0,19.0,574.0,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,,embiijo01,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,13.5,.194,.623,.194,.508,.203,.422,.165,.404,.194,.623,.194,.508,.203,.422,.165,.404,.016,5,.000,0,0,embiijo01,1.0,2024-25
357.0,Monte Morris,29.0,PHO,PG,45.0,0.0,571.0,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9.0,18.1,0.6,0.2,0.8,0.064,-1.0,-0.8,-1.8,0.0,,morrimo01,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,16.1,.056,.909,.262,.431,.144,.393,.097,.474,.056,.909,.262,.431,.144,.393,.097,.474,.000,0,.465,0,0,morrimo01,0.0,2024-25
358.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9,,wagnemo01,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,9.5,.486,.711,.201,.540,.008,.000,.004,.000,.486,.711,.201,.540,.008,.000,.004,.000,.076,18,.307,0,0,wagnemo01,0.0,2024-25
