Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
225,Patrick Williams,24,CHI,PF,12,0,22.3,2.8,6.2,.446,1.6,3.8,.422,1.2,2.4,.483,.574,1.0,1.5,.667,0.7,2.3,2.9,1.5,1.2,0.4,1.2,1.7,8.1,,willipa01
226,Andre Drummond,32,PHI,C,11,3,21.5,3.2,5.4,.593,0.5,1.3,.429,2.6,4.1,.644,.644,1.1,1.8,.600,3.0,5.8,8.8,0.8,0.7,0.9,0.5,2.1,8.0,,drumman01
227,Corey Kispert,26,WAS,SF,13,0,19.0,2.8,5.5,.500,1.4,3.6,.383,1.4,1.9,.720,.625,1.1,1.5,.737,0.3,2.0,2.3,1.6,0.2,0.2,0.7,1.3,8.0,,kispeco01
228,Josh Okogie,27,HOU,SG,12,10,22.6,2.6,5.3,.492,1.3,2.9,.457,1.3,2.3,.536,.619,1.5,1.8,.818,0.9,1.3,2.3,1.3,1.6,0.2,0.6,2.1,8.0,,okogijo01
229,Vince Williams Jr.,25,MEM,SG,9,1,19.3,2.6,6.4,.397,1.6,4.3,.359,1.0,2.1,.474,.517,1.3,1.6,.857,0.7,3.6,4.2,2.7,0.8,0.2,2.0,2.0,8.0,,willivi01
230,Kentavious Caldwell-Pope,32,MEM,SG,14,13,23.4,2.6,7.2,.356,1.0,3.4,.298,1.6,3.9,.407,.426,1.8,2.0,.893,0.4,2.2,2.6,3.1,0.8,0.3,1.1,1.3,7.9,,caldwke01
231,Jose Alvarado,27,NOP,PG,12,0,19.6,2.6,6.0,.431,1.7,3.9,.426,0.9,2.1,.440,.569,0.9,1.1,.846,0.4,2.0,2.4,2.6,0.9,0.0,1.1,1.4,7.8,,alvarjo01
232,Kyle Filipowski,22,UTA,C,13,5,19.8,2.7,6.5,.412,0.8,2.7,.314,1.8,3.8,.480,.476,1.5,2.2,.690,1.5,4.1,5.6,2.3,0.4,0.5,1.2,2.8,7.8,,filipky01
233,Draymond Green,35,GSW,PF,14,14,28.1,2.7,7.3,.373,1.5,4.2,.356,1.2,3.1,.395,.475,0.7,1.2,.588,0.9,4.9,5.8,5.7,0.8,0.7,3.2,3.7,7.6,,greendr01
234,Dalton Knecht,24,LAL,SF,13,1,18.9,3.0,6.5,.464,1.2,3.5,.326,1.8,2.9,.632,.554,0.5,0.7,.667,0.6,1.8,2.4,0.6,0.5,0.5,0.6,1.5,7.6,,knechda01
235,Gradey Dick,22,TOR,SG,13,0,16.5,2.4,5.7,.419,1.2,3.4,.341,1.2,2.3,.533,.520,1.6,2.0,.808,0.4,1.9,2.3,0.5,0.5,0.0,0.4,0.8,7.5,,dickgr01
236,Josh Minott,23,BOS,PF,13,9,20.2,2.7,5.8,.461,1.0,3.0,.333,1.7,2.8,.595,.546,1.1,1.3,.824,1.9,3.4,5.3,1.5,1.1,0.4,0.7,2.2,7.5,,minotjo01
237,Luka Garza,27,BOS,C,13,0,14.2,2.7,4.7,.574,0.6,1.6,.381,2.1,3.1,.675,.639,1.3,1.7,.773,2.5,1.7,4.2,0.8,0.3,0.5,0.4,3.1,7.3,,garzalu01
238,Tyrese Martin,26,BRK,SG,13,2,21.2,2.8,7.5,.371,1.3,4.4,.298,1.5,3.1,.475,.459,0.5,0.7,.667,1.1,2.1,3.2,2.5,0.5,0.2,1.1,1.0,7.3,,martity01
239,Marvin Bagley III,26,WAS,PF,13,0,14.6,2.9,4.5,.655,0.2,0.5,.500,2.7,4.0,.673,.681,1.2,1.6,.714,1.8,2.4,4.2,1.2,0.5,0.5,0.9,2.1,7.2,,baglema01
240,Kris Dunn,31,LAC,PG,13,7,25.6,2.7,5.8,.467,0.8,2.4,.355,1.8,3.4,.545,.540,1.0,1.4,.722,0.8,1.7,2.5,2.2,1.5,0.3,1.5,2.5,7.2,,dunnkr01
241,Javonte Green,32,DET,SG,13,3,22.6,2.2,6.2,.363,1.0,3.2,.310,1.2,2.9,.421,.444,1.7,2.4,.710,1.0,2.8,3.8,1.3,1.0,0.5,0.8,1.5,7.2,,greenja02
242,Cameron Johnson,29,DEN,SF,11,11,24.5,2.6,7.1,.372,0.7,3.5,.211,1.9,3.6,.525,.423,1.2,1.5,.813,0.6,2.0,2.6,1.8,0.5,0.1,0.5,2.3,7.2,,johnsca02
243,Jusuf Nurkić,31,UTA,C,13,8,24.2,2.7,7.2,.372,0.3,1.8,.167,2.4,5.4,.443,.394,1.5,2.5,.606,2.2,7.3,9.5,3.6,1.8,0.5,2.7,2.8,7.2,,nurkiju01
244,Keon Ellis,26,SAC,SG,14,2,18.8,2.4,5.4,.453,1.7,3.9,.444,0.7,1.5,.476,.613,0.5,0.7,.700,0.3,1.2,1.5,0.6,1.4,0.3,0.4,2.4,7.1,,elliske01
245,Paul Reed,26,DET,C,11,2,12.8,3.2,4.6,.686,0.4,0.6,.571,2.8,4.0,.705,.725,0.4,0.7,.500,2.2,2.6,4.8,1.2,1.1,0.9,1.2,1.8,7.1,,reedpa01
246,Kyle Anderson,32,UTA,SF,3,0,16.3,2.7,5.7,.471,0.0,0.0,,2.7,5.7,.471,.471,1.7,2.3,.714,1.0,1.3,2.3,3.0,0.3,0.0,1.0,2.0,7.0,,anderky01
247,Egor Demin,19,BRK,PG,12,5,20.5,2.3,6.3,.373,1.7,4.7,.357,0.7,1.6,.421,.507,0.7,0.8,.889,0.5,2.5,3.0,3.3,0.8,0.2,1.5,1.8,7.0,,demineg01
248,Nick Smith Jr.,21,LAL,SG,6,0,15.0,2.7,6.2,.432,1.3,3.0,.444,1.3,3.2,.421,.541,0.3,0.5,.667,0.0,1.0,1.0,2.2,0.5,0.2,1.7,0.7,7.0,,smithni01
249,Nae'Qwan Tomlin,25,CLE,PF,5,0,12.8,2.6,5.0,.520,0.0,1.4,.000,2.6,3.6,.722,.520,1.8,2.0,.900,2.2,1.4,3.6,0.6,1.2,0.8,0.2,2.8,7.0,,tomlina01
250,Buddy Hield,33,GSW,SG,15,0,16.8,2.5,5.8,.425,1.2,3.7,.321,1.3,2.1,.613,.529,0.8,0.9,.923,0.3,1.3,1.6,1.6,0.9,0.0,1.0,1.3,6.9,,hieldbu01
251,Bruce Brown,29,DEN,SG,12,0,22.5,2.4,5.7,.426,0.8,1.8,.429,1.7,3.9,.426,.493,1.1,1.3,.867,1.2,3.3,4.5,1.3,0.8,0.2,0.8,2.4,6.7,,brownbr01
252,Justin Edwards,22,PHI,SF,10,1,13.6,2.4,4.7,.511,1.6,3.4,.471,0.8,1.3,.615,.681,0.3,0.3,1.000,0.5,1.0,1.5,0.9,0.2,0.2,0.5,2.1,6.7,,edwarju01
253,Brook Lopez,37,LAC,C,13,0,15.3,2.4,5.6,.425,1.4,3.9,.353,1.0,1.7,.591,.548,0.5,0.8,.700,0.3,2.0,2.3,0.6,0.4,0.8,0.9,1.7,6.7,,lopezbr01
254,Luguentz Dort,26,OKC,SF,8,8,30.6,2.3,7.3,.310,1.0,4.8,.211,1.3,2.5,.500,.379,1.1,1.3,.900,1.8,3.1,4.9,1.5,0.9,0.1,0.8,2.6,6.6,,dortlu01
255,Jordan Goodwin,27,PHO,PG,11,0,16.7,2.5,5.7,.429,1.2,3.0,.394,1.3,2.7,.467,.532,0.5,0.7,.750,1.5,2.2,3.7,2.0,1.2,0.1,1.1,1.6,6.6,,goodwjo01
256,Jeremy Sochan,22,SAS,PF,7,0,15.6,2.4,3.9,.630,0.7,1.4,.500,1.7,2.4,.706,.722,1.0,1.3,.778,0.6,2.1,2.7,1.6,0.4,0.3,1.1,2.9,6.6,,sochaje01
257,Sam Hauser,28,BOS,PF,14,2,21.5,2.1,6.9,.313,2.0,6.1,.329,0.1,0.8,.182,.458,0.2,0.3,.750,0.7,2.5,3.2,1.3,0.5,0.3,0.7,1.0,6.5,,hausesa01
258,Jamal Shead,23,TOR,PG,13,0,17.9,2.2,5.0,.431,1.2,2.8,.432,0.9,2.2,.429,.554,1.0,1.2,.813,0.4,1.3,1.7,5.1,0.7,0.0,1.2,2.2,6.5,,sheadja01
259,Ben Sheppard,24,IND,SG,13,5,25.1,2.4,7.5,.316,1.0,4.2,.241,1.4,3.4,.409,.383,0.8,1.0,.769,0.8,3.7,4.5,1.6,0.5,0.2,0.7,2.6,6.5,,sheppbe01
260,Peyton Watson,23,DEN,SF,12,2,22.2,2.3,5.3,.438,0.3,1.5,.222,2.0,3.8,.522,.469,1.5,2.1,.720,1.2,2.5,3.7,1.3,1.2,1.1,1.0,1.9,6.5,,watsope01
261,Lonzo Ball,28,CLE,PG,11,2,23.0,2.1,5.9,.354,1.6,4.8,.340,0.5,1.1,.417,.492,0.5,0.7,.750,1.3,2.7,4.0,5.4,1.0,0.2,2.4,1.8,6.4,,balllo01
262,Bub Carrington,20,WAS,PG,13,5,26.8,2.2,6.5,.329,1.3,3.0,.436,0.8,3.5,.239,.429,0.8,1.1,.714,0.2,3.8,4.0,4.4,0.7,0.2,2.5,2.5,6.4,,carrica01
263,Drew Eubanks,28,SAC,C,14,3,14.6,2.6,4.0,.661,0.0,0.1,.000,2.6,3.9,.673,.661,1.1,2.2,.484,0.6,2.1,2.8,0.3,0.5,1.0,0.9,1.3,6.4,,eubandr01
264,Day'Ron Sharpe,24,BRK,C,12,0,15.8,2.3,3.8,.622,0.3,0.8,.300,2.1,2.9,.714,.656,1.5,2.3,.667,2.3,2.9,5.3,1.9,0.8,0.5,2.0,2.4,6.4,,sharpda01
265,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
266,Walter Clayton,22,UTA,PG,11,0,16.2,2.0,4.9,.407,0.9,2.6,.345,1.1,2.3,.480,.500,1.3,1.3,1.000,0.5,1.8,2.4,3.2,0.5,0.3,1.4,1.8,6.2,,claytwa01
267,Mike Conley,38,MIN,PG,13,4,20.5,1.8,4.4,.421,1.4,2.9,.474,0.5,1.5,.316,.579,1.2,1.2,1.000,0.4,1.6,2.0,3.5,0.6,0.2,1.0,1.7,6.2,,conlemi01
268,Mouhamed Gueye,23,ATL,PF,14,2,16.5,2.6,5.1,.500,0.7,2.4,.294,1.9,2.7,.684,.569,0.4,0.7,.500,1.1,2.7,3.8,1.4,0.4,0.6,0.9,1.9,6.2,,gueyemo02
269,Jalen Wilson,25,BRK,PF,11,0,15.7,1.9,4.8,.396,1.5,3.3,.444,0.5,1.5,.294,.547,0.9,1.2,.769,0.2,0.8,1.0,0.6,0.2,0.0,0.7,1.4,6.2,,wilsoja03
270,Steven Adams,32,HOU,C,11,2,21.7,2.3,4.5,.510,0.0,0.0,,2.3,4.5,.510,.510,1.5,2.1,.739,5.1,4.3,9.4,1.5,0.7,0.7,1.1,2.2,6.1,,adamsst01
271,Drake Powell,20,BRK,SG,7,0,17.7,2.6,4.9,.529,0.7,1.6,.455,1.9,3.3,.565,.603,0.3,0.3,1.000,0.4,1.9,2.3,2.0,0.9,0.1,1.3,1.7,6.1,,poweldr01
272,Taurean Prince,31,MIL,SF,8,0,21.1,2.1,4.8,.447,1.5,3.5,.429,0.6,1.3,.500,.605,0.4,0.4,1.000,0.0,1.6,1.6,1.0,0.8,0.3,0.6,2.5,6.1,,princta02
273,Doug McDermott,34,SAC,SF,1,0,8.0,2.0,3.0,.667,2.0,3.0,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,,mcderdo01
274,Blake Wesley,22,POR,SG,6,0,16.3,2.3,5.7,.412,0.3,1.7,.200,2.0,4.0,.500,.441,1.0,1.7,.600,0.3,2.0,2.3,3.2,1.7,0.2,1.2,2.3,6.0,,weslebl01
275,Precious Achiuwa,26,SAC,C,7,4,16.9,2.4,4.4,.548,0.0,1.1,.000,2.4,3.3,.739,.548,1.0,1.9,.538,1.4,2.7,4.1,0.7,0.7,0.4,0.4,1.0,5.9,,achiupr01
276,Goga Bitadze,26,ORL,C,14,0,16.8,2.1,3.1,.698,0.1,0.4,.333,2.0,2.6,.757,.721,1.5,2.1,.724,1.6,3.4,5.1,1.1,0.5,1.3,0.5,2.1,5.9,,bitadgo01
277,Yves Missi,21,NOP,C,8,4,19.1,2.4,3.8,.633,0.0,0.0,,2.4,3.8,.633,.633,1.1,2.3,.500,3.0,2.1,5.1,1.3,0.3,1.0,1.1,1.6,5.9,,missiyv01
278,Asa Newell,20,ATL,PF,8,0,10.0,2.0,4.0,.500,1.0,2.0,.500,1.0,2.0,.500,.625,0.9,1.1,.778,1.1,1.0,2.1,0.1,0.5,0.4,0.5,1.4,5.9,,newelas01
279,Dru Smith,28,MIA,SG,13,0,16.7,2.2,4.8,.468,0.7,2.1,.333,1.5,2.7,.571,.540,0.8,0.9,.833,0.8,1.1,1.9,3.3,1.5,0.2,0.9,1.8,5.9,,smithdr01
280,Tony Bradley,28,IND,C,13,3,14.3,2.5,3.8,.640,0.0,0.1,.000,2.5,3.8,.653,.640,0.8,1.3,.647,2.0,1.3,3.3,0.8,0.2,0.2,0.3,2.3,5.8,,bradlto01
281,Alex Caruso,31,OKC,SG,10,0,18.3,2.0,5.2,.385,1.3,3.5,.371,0.7,1.7,.412,.510,0.5,0.6,.833,0.2,1.9,2.1,2.4,1.9,0.3,0.9,0.7,5.8,,carusal01
282,RayJ Dennis,24,IND,PG,11,0,14.6,2.0,6.4,.314,1.1,3.4,.324,0.9,3.0,.303,.400,0.7,0.8,.889,0.7,1.0,1.7,2.3,0.3,0.4,1.3,1.5,5.8,,dennira01
283,Jevon Carter,30,CHI,PG,3,0,12.7,1.7,2.7,.625,1.7,2.3,.714,0.0,0.3,.000,.938,0.7,0.7,1.000,0.3,0.7,1.0,2.0,0.7,0.0,0.3,0.3,5.7,,carteje01
284,KJ Simpson,23,CHO,PG,6,0,15.0,2.2,6.2,.351,0.8,2.3,.357,1.3,3.8,.348,.419,0.5,0.7,.750,0.5,1.8,2.3,3.0,0.7,0.0,1.7,1.3,5.7,,simpskj01
285,Jeremiah Robinson-Earl,25,IND,PF,8,3,20.9,2.1,5.6,.378,0.4,1.9,.200,1.8,3.8,.467,.411,1.0,1.1,.889,2.8,3.6,6.4,0.9,0.6,0.0,0.8,1.1,5.6,,robinje02
286,Cam Christie,20,LAC,SG,8,0,11.5,1.6,3.8,.433,0.9,2.0,.438,0.8,1.8,.429,.550,1.4,1.9,.733,0.4,1.5,1.9,1.0,0.3,0.1,0.1,0.4,5.5,,chrisca02
287,Jay Huff,27,IND,C,13,2,14.9,1.9,5.2,.368,0.9,3.5,.261,1.0,1.7,.591,.456,0.7,1.0,.692,1.1,2.0,3.1,0.8,0.1,1.8,0.6,2.1,5.5,,huffja01
288,Craig Porter Jr.,25,CLE,PG,14,0,17.1,2.1,4.3,.500,0.8,1.8,.440,1.4,2.5,.543,.592,0.4,0.9,.500,1.4,1.5,2.9,2.6,1.0,0.6,0.9,1.1,5.5,,portecr01
289,Quinten Post,25,GSW,PF,15,7,14.3,2.0,4.5,.441,1.2,3.3,.367,0.8,1.3,.632,.574,0.3,0.5,.714,0.9,3.0,3.9,0.9,0.4,0.6,0.6,1.1,5.5,,postqu01
290,Dean Wade,29,CLE,PF,13,2,21.8,1.8,5.0,.369,1.2,3.7,.313,0.7,1.3,.529,.485,0.7,0.9,.750,0.9,2.5,3.4,1.3,0.7,0.5,0.3,1.8,5.5,,wadede01
291,Al Horford,39,GSW,C,10,0,21.6,2.0,5.9,.339,1.4,4.3,.326,0.6,1.6,.375,.458,0.0,0.0,,1.0,2.9,3.9,1.8,0.8,1.0,1.3,1.6,5.4,,horfoal01
292,Jaylin Williams,23,OKC,PF,13,1,19.0,1.8,5.5,.338,1.3,4.8,.270,0.5,0.6,.875,.458,0.4,0.5,.714,0.6,4.2,4.8,2.4,0.6,0.6,0.8,1.6,5.4,,willija07
293,Kris Murray,25,POR,SF,12,0,22.8,2.3,4.7,.482,0.5,1.6,.316,1.8,3.1,.568,.536,0.3,0.5,.667,1.3,1.9,3.2,1.1,1.1,0.2,0.6,1.8,5.3,,murrakr01
294,Jaxson Hayes,25,LAL,C,11,1,16.8,2.2,3.2,.686,0.1,0.1,1.000,2.1,3.1,.676,.700,0.6,1.0,.636,1.2,3.0,4.2,1.2,0.4,0.5,0.5,1.5,5.1,,hayesja02
295,Jaylen Clark,24,MIN,SG,11,0,16.2,1.7,3.7,.463,0.6,1.6,.389,1.1,2.1,.522,.549,0.9,1.5,.625,1.0,1.1,2.1,0.8,0.8,0.1,0.5,2.3,5.0,,clarkja02
296,Tyrese Proctor,21,CLE,PG,12,0,11.8,1.8,5.2,.339,1.0,3.4,.293,0.8,1.8,.429,.435,0.5,0.6,.857,0.2,0.8,1.0,1.2,0.3,0.0,0.5,1.7,5.0,,proctty01
297,Kobe Sanders,23,LAC,SG,5,0,13.8,1.8,4.6,.391,1.0,2.8,.357,0.8,1.8,.444,.500,0.4,0.6,.667,1.0,0.8,1.8,1.4,0.6,0.0,1.0,2.0,5.0,,sandeko01
298,Matisse Thybulle,28,POR,SG,4,0,12.3,1.5,2.5,.600,1.0,1.5,.667,0.5,1.0,.500,.800,1.0,1.0,1.000,0.0,1.0,1.0,0.8,2.5,0.0,0.3,1.8,5.0,,thybuma01
299,Jaden Hardy,23,DAL,SG,11,0,10.6,1.6,4.1,.400,1.0,2.5,.393,0.6,1.5,.412,.522,0.6,0.8,.778,0.2,1.0,1.2,0.4,0.4,0.1,0.8,1.1,4.9,,hardyja02
300,Kevin Love,37,UTA,PF,7,0,14.1,1.3,3.6,.360,0.9,3.0,.286,0.4,0.6,.750,.480,1.4,1.7,.833,0.7,3.6,4.3,2.6,0.0,0.3,1.0,1.1,4.9,,loveke01
301,Pat Spencer,29,GSW,PG,9,0,11.0,1.6,4.4,.350,0.6,1.4,.385,1.0,3.0,.333,.413,1.2,1.3,.917,0.4,1.0,1.4,1.8,0.7,0.1,0.6,0.9,4.9,,spencpa01
302,Nique Clifford,23,SAC,SG,10,2,19.2,1.7,5.1,.333,0.6,2.3,.261,1.1,2.8,.393,.392,0.7,1.0,.700,0.7,2.3,3.0,2.2,0.4,0.4,0.7,2.3,4.7,,cliffni01
303,Aaron Holiday,29,HOU,PG,7,0,8.3,1.4,2.6,.556,0.7,1.6,.455,0.7,1.0,.714,.694,1.1,1.3,.889,0.0,0.6,0.6,1.0,0.1,0.1,0.7,0.7,4.7,,holidaa01
304,Keaton Wallace,26,ATL,PG,13,2,16.1,1.8,4.2,.426,1.0,2.4,.419,0.8,1.8,.435,.546,0.2,0.3,.500,0.1,1.8,1.9,3.0,0.8,0.2,0.8,1.5,4.7,,wallake01
305,Rob Dillingham,21,MIN,PG,11,0,11.2,1.8,4.5,.408,0.3,0.9,.300,1.5,3.5,.436,.439,0.7,1.0,.727,0.2,0.9,1.1,2.2,0.6,0.0,1.3,1.1,4.6,,dilliro01
306,Jarred Vanderbilt,26,LAL,PF,14,2,18.4,1.6,3.6,.440,0.3,1.0,.286,1.3,2.6,.500,.480,1.1,1.4,.842,1.4,4.2,5.6,1.5,1.0,0.4,1.6,1.9,4.6,,vandeja01
307,Jordan Walsh,21,BOS,PF,10,2,17.3,1.8,3.9,.462,0.7,1.7,.412,1.1,2.2,.500,.551,0.3,0.4,.750,1.3,3.1,4.4,1.0,1.0,0.6,0.2,2.2,4.6,,walshjo01
308,DeAndre Jordan,37,NOP,C,2,1,11.5,2.0,2.5,.800,0.0,0.0,,2.0,2.5,.800,.800,0.5,1.0,.500,2.0,3.0,5.0,0.0,0.0,0.0,0.5,0.5,4.5,,jordade01
309,Karlo Matković,24,NOP,PF,11,0,10.5,2.0,2.9,.688,0.2,0.5,.333,1.8,2.4,.769,.719,0.3,0.7,.375,0.6,1.8,2.5,0.7,0.2,0.5,0.4,1.0,4.5,,matkoka01
310,Antonio Reeves,25,CHO,SG,2,0,10.5,1.5,3.0,.500,1.5,2.5,.600,0.0,0.5,.000,.750,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,4.5,,reevean01
311,Moussa Cisse,23,DAL,C,10,0,10.8,1.8,2.4,.750,0.0,0.0,,1.8,2.4,.750,.750,0.8,1.8,.444,1.8,1.8,3.6,0.1,0.2,1.4,0.9,2.0,4.4,,cissemo01
312,Taylor Hendricks,22,UTA,PF,9,3,16.4,1.7,4.4,.375,0.4,1.9,.235,1.2,2.6,.478,.425,0.7,0.9,.750,1.8,2.4,4.2,0.4,0.4,0.3,0.6,0.4,4.4,,hendrta01
313,Dereck Lively II,21,DAL,C,5,3,16.0,1.8,2.8,.643,0.0,0.0,,1.8,2.8,.643,.643,0.8,1.2,.667,1.2,3.4,4.6,2.0,0.6,1.4,1.6,3.0,4.4,,livelde01
314,Bones Hyland,25,MIN,PG,11,0,9.2,1.6,3.2,.514,0.7,2.0,.364,0.9,1.2,.769,.629,0.3,0.4,.750,0.1,0.8,0.9,1.4,0.5,0.0,0.7,1.2,4.3,,hylanbo01
315,Maxime Raynaud,22,SAC,C,6,0,12.3,1.5,3.8,.391,0.0,0.5,.000,1.5,3.3,.450,.391,1.3,1.5,.889,1.2,2.5,3.7,0.7,0.3,0.3,1.0,1.0,4.3,,raynama01
316,Javon Small,23,MEM,PG,8,0,12.4,1.3,3.5,.357,0.8,2.4,.316,0.5,1.1,.444,.464,1.0,1.3,.800,0.1,0.9,1.0,2.8,0.0,0.1,1.0,0.9,4.3,,smallja01
317,Oso Ighodaro,23,PHO,PF,14,4,15.7,1.9,3.6,.520,0.0,0.0,,1.9,3.6,.520,.520,0.5,1.0,.500,0.4,2.8,3.2,1.2,0.4,0.7,1.3,2.5,4.2,,ighodos01
318,Trayce Jackson-Davis,25,GSW,C,9,0,11.1,1.7,3.1,.536,0.0,0.0,,1.7,3.1,.536,.536,0.9,1.2,.727,1.1,1.2,2.3,1.2,0.3,0.4,0.8,1.9,4.2,,jackstr02
319,Duop Reath,29,POR,C,9,0,7.9,1.4,2.4,.591,1.3,2.2,.600,0.1,0.2,.500,.864,0.0,0.0,,0.1,0.6,0.7,0.4,0.0,0.1,0.1,0.8,4.2,,reathdu01
320,Jamison Battle,24,TOR,SF,10,0,7.3,1.5,2.1,.714,1.1,1.5,.733,0.4,0.6,.667,.976,0.0,0.0,,0.1,1.0,1.1,0.2,0.2,0.1,0.4,0.5,4.1,,battlja01
321,Liam McNeeley,20,CHO,SF,9,0,12.4,1.0,3.2,.310,0.7,2.0,.333,0.3,1.2,.273,.414,1.4,1.7,.867,0.4,1.4,1.9,1.2,0.2,0.1,0.6,1.6,4.1,,mcneeli01
322,Nick Richards,28,PHO,C,14,1,10.4,1.4,2.6,.556,0.0,0.0,,1.4,2.6,.556,.556,1.3,1.8,.720,1.3,2.2,3.5,0.4,0.1,0.5,0.9,1.5,4.1,,richani01
323,Robert Williams,28,POR,C,8,0,12.5,2.0,3.3,.615,0.1,0.4,.333,1.9,2.9,.652,.635,0.0,0.1,.000,1.9,2.0,3.9,0.8,0.6,0.6,0.3,1.0,4.1,,williro04
324,Koby Brea,23,PHO,SG,1,0,4.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,2.0,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,breako01
325,Jordan Hawkins,23,NOP,SG,12,0,14.0,1.4,4.9,.288,0.8,2.9,.257,0.7,2.0,.333,.364,0.4,0.6,.714,0.5,1.4,1.9,0.7,0.2,0.0,0.3,0.6,4.0,,hawkijo01
326,Olivier-Maxence Prosper,23,MEM,PF,9,0,8.4,1.1,2.2,.500,0.0,0.6,.000,1.1,1.7,.667,.500,1.8,1.8,1.000,0.7,1.3,2.0,0.6,0.1,0.1,0.4,0.4,4.0,,prospol01
327,Adou Thiero,21,LAL,SF,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,2.0,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,thierad01
328,James Wiseman,24,IND,C,1,1,20.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,4.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,,wisemja01
329,Terrence Shannon Jr.,25,MIN,SG,7,0,16.4,1.3,4.0,.321,0.6,1.6,.364,0.7,2.4,.294,.393,0.7,1.0,.714,0.4,2.0,2.4,1.1,0.6,0.0,0.9,1.6,3.9,,shannte01
330,Malaki Branham,22,WAS,SG,5,0,6.8,1.2,2.2,.545,0.2,1.0,.200,1.0,1.2,.833,.591,1.2,1.6,.750,0.6,1.0,1.6,0.6,0.0,0.0,0.2,0.4,3.8,,branhma01
331,Yanic Konan Niederhauser,22,LAC,C,5,0,4.4,1.4,1.6,.875,0.0,0.0,,1.4,1.6,.875,.875,1.0,1.6,.625,0.6,0.6,1.2,0.4,0.0,0.2,0.2,0.4,3.8,,konanya01
332,Mark Sears,23,MIL,PG,5,0,4.2,1.0,1.8,.556,0.6,1.0,.600,0.4,0.8,.500,.722,1.2,1.6,.750,0.2,0.0,0.2,0.2,0.0,0.0,0.8,0.6,3.8,,searsma01
333,Nicolas Batum,37,LAC,PF,13,2,17.7,1.2,3.8,.320,1.1,3.5,.311,0.2,0.4,.400,.460,0.2,0.2,1.000,0.5,2.2,2.7,0.8,0.8,0.6,0.5,1.9,3.7,,batumni01
334,Pat Connaughton,33,CHO,SG,9,0,9.4,1.3,2.9,.462,0.7,1.8,.375,0.7,1.1,.600,.577,0.3,0.6,.600,0.3,1.7,2.0,0.7,0.4,0.1,0.3,0.4,3.7,,connapa01
335,Larry Nance Jr.,33,CLE,PF,12,1,15.1,1.5,4.4,.340,0.6,2.2,.269,0.9,2.3,.407,.406,0.1,0.3,.333,0.8,2.3,3.2,1.3,0.5,0.2,0.8,2.8,3.7,,nancela02
336,Mitchell Robinson,27,NYK,C,6,6,16.2,1.8,3.2,.579,0.0,0.0,,1.8,3.2,.579,.579,0.0,0.2,.000,5.8,2.8,8.7,1.0,0.5,1.2,0.7,2.8,3.7,,robinmi01
337,Julian Strawther,23,DEN,SG,9,0,7.9,1.2,3.3,.367,0.2,1.8,.125,1.0,1.6,.643,.400,1.0,1.4,.692,0.0,1.6,1.6,0.4,0.0,0.1,0.3,0.7,3.7,,strawju01
338,Gabe Vincent,29,LAL,PG,3,3,24.0,1.0,4.3,.231,0.7,3.3,.200,0.3,1.0,.333,.308,1.0,1.0,1.000,0.3,0.7,1.0,2.3,1.0,0.0,0.7,2.3,3.7,,vincega01
339,Clint Capela,31,HOU,C,11,0,9.8,1.5,2.3,.640,0.0,0.0,,1.5,2.3,.640,.640,0.7,0.9,.800,2.5,2.0,4.5,0.4,0.3,0.5,0.4,1.0,3.6,,capelca01
340,Charles Bassey,25,MEM,C,2,0,15.5,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.5,1.5,.333,3.5,4.0,7.5,1.0,0.5,0.5,0.5,2.5,3.5,,bassech01
341,Jordan McLaughlin,29,SAS,PG,8,0,9.3,1.3,3.0,.417,0.6,1.9,.333,0.6,1.1,.556,.521,0.4,0.4,1.000,0.4,0.4,0.8,1.3,0.9,0.0,0.3,0.9,3.5,,mclaujo01
342,Chaz Lanier,24,DET,SG,9,0,10.9,1.1,3.3,.333,0.9,2.9,.308,0.2,0.4,.500,.467,0.3,0.3,1.000,0.6,0.6,1.1,1.0,0.2,0.0,0.1,0.3,3.4,,laniech01
